,0
spotify:artist:61Xjn4YvEdXZjFdYr8DBAY,"Red Car Wire,14"
spotify:artist:7aKVOmr1usi7KAiFljO0Ie,"Danger Is My Middle Name,9"
spotify:artist:7gToacx72AdG8mP8yBIjIH,"A Cursive Memory,11"
spotify:artist:3vXXNeli616w5roCLA0fmG,"Helicopter Helicopter,10"
spotify:artist:0n2FRDmcKQ9gHBQ8wALTXs,"Zac Sunset,0"
spotify:artist:13KHyt4vYbXluZgsd4lcDj,"Arroyo,7"
spotify:artist:1iGQPnFOjGuRxKRSLpBAb5,"See You Soon,1"
spotify:artist:1v7X8OOq36L336loqShoL7,"Love Is A Story,3"
spotify:artist:2FcgcBYwiCDG37lZe68HLJ,"A Beautiful Silence,0"
spotify:artist:2xGa5gl9XvvQO8aZ9r9qxg,"Iwxo,0"
spotify:artist:3fBlMOlj5HVnb05pO5bAz8,"Jimmy Robbins,5"
spotify:artist:3x39OCNdNV2KAFGf8N5LO9,"David Lehr,1"
spotify:artist:47jVOeQklAJ4LjyFh1HR3Z,"Daylight Tremor,0"
spotify:artist:4NA4HMoew7Ml5ixsTnNGo0,"Taylor Thrash,3"
spotify:artist:6xeFne1rkxMhKSW3ipvkdV,"Toploader,63"
spotify:artist:1aOt6LvXOV6I8dv1A5Diia,"DON BROCO,55"
spotify:artist:4A9xtvezlouTD7H0kyUje9,"Twin Atlantic,54"
spotify:artist:5HlXA01kcjssYDT7EoqUJF,"Skunk Anansie,56"
spotify:artist:1kF0gYnHLUJvFuPdoowO02,"Lower Than Atlantis,49"
spotify:artist:0exhrQcReCdr11oPbOh22M,"Deaf Havana,52"
spotify:artist:3CI0BdDDxe6D21RmqTB5fn,"Fightstar,42"
spotify:artist:7bHTSvk96ULRLZPZr1SoCZ,"Mallory Knox,44"
spotify:artist:1T0jkjcPB2OUmOb3pNr9wU,"FVK,20"
spotify:artist:7uw1sdrPQ0KF1BqLdz3wWA,"The Ghost Of A Thousand,20"
spotify:artist:679k99IJomQUuRMbhiohrY,"The Servant,34"
spotify:artist:4witOSloY5fbZOrzjyhpzk,"Carl Barât,21"
spotify:artist:3Pe6cTeK4snv61bTeIZ3mN,"Brigade,10"
spotify:artist:5Cogb7CGZunYIrVzR1e9RS,"Sucioperro,12"
spotify:artist:7j5NOrcRzeQkX4s9RlY9VR,"Fighting With Wire,11"
spotify:artist:2OlhFW0IoFphHlS60zBaD9,"Not Advised,9"
spotify:artist:5txAC0hwbFB09Nv8Y1hPJl,"Cult To Follow,53"
spotify:artist:6L5kgEyFIlckHbMdRM2KXQ,"Nine Lashes,52"
spotify:artist:1OVyBGCKn7vObVIVPXcmLa,"Otherwise,53"
spotify:artist:2WQQRKpu2PMLsHSrUJmyCS,"The Veer Union,52"
spotify:artist:2NHZXdh4W3waGwVk3CdP4T,"Downplay,45"
spotify:artist:1nRfyHvAh1foLjOCa3hbv7,"Throw The Fight,46"
spotify:artist:5urnoBZifR5YXG5YdCOj34,"Lansdowne,44"
spotify:artist:5gFZo6Oh5WehnbEj0XtxiF,"Like A Storm,49"
spotify:artist:28DlNBW2UlEVVgTuCcYtTe,"Art Of Dying,49"
spotify:artist:5byg90wTxATnhB6kK253DF,"Fight The Fade,44"
spotify:artist:53AE5CRxMddOKRxKE4oGKZ,"Blowsight,33"
spotify:artist:4yvaFe3LRf3gyM3SlROaaF,"Aizen,23"
spotify:artist:1GKSY43ArBcXJNAiqcwN0e,"Silent Season,33"
spotify:artist:0sggPEf0HKWbB7c9mLD8Hw,"Our Waking Hour,31"
spotify:artist:20u2flTrg98r9oLVqi7yZI,"Atom Smash,29"
spotify:artist:3FEjiy2LOihFeLEY9QDLRC,"Renegade Five,33"
spotify:artist:5dSvb37xHx8ohf7nzeosdK,"Another Lost Year,34"
spotify:artist:6IWlqVD47WGHV2HMqDkFhJ,"Lost Autumn,28"
spotify:artist:3UmfLYwk2TowLt9YPvekT1,"Allele,28"
spotify:artist:6xrDGZeQ08sJmaNr7OvyqC,"Ghosts of August,31"
spotify:artist:4MIG8OvEho8mRHsut8Phzm,"Craving Lucy,18"
spotify:artist:1cGqUk7YumkhknqHAz1tWb,"Signs of Betrayal,18"
spotify:artist:3SBinjM4kM0Kg0EmlLs7m3,"Samarah,24"
spotify:artist:4Cvd0gdNb36qNT6PLDpPjy,"Burn Season,20"
spotify:artist:6n6wFELPzznLNcDbD9hnYH,"April Divine,20"
spotify:artist:4WrmR9cY9dvnzY3xli2SL0,"Prospect Hill,20"
spotify:artist:4mph2vTgoTyuipc4Ykguww,"Against All Will,27"
spotify:artist:1KegaXKSIGYGi4JOHsRtTX,"Since October,23"
spotify:artist:1bf9ZQrjTNV4yITb8KK9aB,"Knave,19"
spotify:artist:17vZzYndfue6dpjKoYzrLN,"Cyrenic,17"
spotify:artist:5fqZxmXPTvUbpJ29Cw1Z1W,"From Dark,1"
spotify:artist:69DTY2p4rDjpRn8zMYu8R2,"Heart-Set Self-Destruct,3"
spotify:artist:6F0SU6wBzFV2gPeW7nq2hV,"Society Red,3"
spotify:artist:6HLVjpdqUvXItSBiOq0KK4,"Altered,0"
spotify:artist:6IA822wj0pUYwEX7AgXq0o,"Marion Crane,3"
spotify:artist:6bpNvZkWxVRyql9Rdnmvel,"Corvus,1"
spotify:artist:6wlEHRWjWrRNlhcTYGqtvB,"Negative 263,1"
spotify:artist:7HsnVoRz11nGYj5IhSSMDS,"Adakain,5"
spotify:artist:7JaGmvJVjcqYlhfngc6pyW,"Silence Of September,6"
spotify:artist:7L3fqX8OmflBMqDaQSlmO8,"Back From Ashes,0"
spotify:artist:7lauB9o5ZYmU5lTBOw7w8L,"Paul Brady,43"
spotify:artist:0Nrwy16xCPXG8AwkMbcVvo,"Black Pistol Fire,54"
spotify:artist:21jPcGkRtUofRVCC8cWHPS,"Audra Mae,45"
spotify:artist:2VnNIlyX9iVtx1FYavvm90,"Battleme,39"
spotify:artist:0bmF1w9eyJrY4CHyjpTQOW,"Damien Dempsey,41"
spotify:artist:0slSgjqTuj6hcod6IcG6zu,"Monster Truck,46"
spotify:artist:7K8sRSKkMVGNFPphJWKImv,"Steve Conte & The Crazy Truth,15"
spotify:artist:5byUktyY1lz9hBi1sDbZ5B,"The Hangmen,19"
spotify:artist:1f708zcisEeFNzcCUTHEgh,"Jeff Crosby,22"
spotify:artist:5zpWZ217cRQHwQlSZSdKnR,"Southern Bitch,20"
spotify:artist:7nSJDL8BomOqgRIdFqD5YA,"Ladies Of The Canyon,11"
spotify:artist:71fhcbMjnmMYQGSF6x6Btg,"Gideon Smith and the Dixie Damned,14"
spotify:artist:2hzruNUjAWRn1Cd38jIVNN,"Old Canes,15"
spotify:artist:3ltVtf7QHIwJBNQHqjb9UI,"Leeroy Stagger,19"
spotify:artist:0sd7XiFafnq1L8hm0xpmnF,"Kieran Fahy,9"
spotify:artist:0Z1oVgSHcwIHTULi0oDTUe,"Misisipi Mike Wolf & the Midnight Gamblers,2"
spotify:artist:0paeZtPdWlMInKVqhTkDt8,"The Superbees,3"
spotify:artist:18J3ITG2EKiMPaBxi8mpKN,"Sean Talamh,0"
spotify:artist:1CC4hK95GY9QAfgC3P6Quf,"Sad Girl,3"
spotify:artist:1OahSxVPfTOtzxpGpKQWXb,"Blackstrap,5"
spotify:artist:2GoVwYzoKHhxwPpKqvDIQa,"Asiah Dio,1"
spotify:artist:2mjAt8vY6yHXqclD5uWtNP,"Mama Tokus & The Sons Of Bitches,0"
spotify:artist:4CwWgk4Z4a0Ab47xHO2Qsv,"Hopeless Jack & the Handsome Devil,6"
spotify:artist:4E2MyG3ME8AenKb3OkG14L,"The Vim Dicta,1"
spotify:artist:4VbqEXSyKziYReVBm4vhlI,"Garrett Morgan,0"
spotify:artist:7oAoGc2k7201dlU7mkhlDp,"No Resolve,49"
spotify:artist:2VVZQODxIpxa5k3jej4J7J,"Fivefold,46"
spotify:artist:7dqaqSF99mplIxbpPYVtD8,"Stellar Revival,37"
spotify:artist:3NWaix6Tlb7dFlJybjAO7Z,"Ravenscode,41"
spotify:artist:1HzkIi3SzN7u0NQf8bTvPR,"Angels Fall,38"
spotify:artist:6tS7AajwAlXIU2OKwaXCaM,"Days Of Jupiter,36"
spotify:artist:2RHjhmanyYnqKUyLbslWsD,"Oceans Divide,36"
spotify:artist:7gnHk3C1R0V72XoNPbatj7,"For The Taking,30"
spotify:artist:11FVEsg4m3QWzNfaK7vykQ,"SILENT SIREN,47"
spotify:artist:3vDys4frlR8Tm5hxYrHqS3,"Brother Grey,7"
spotify:artist:3yLnmTGtkWYlkkTOYgMulo,"Dawn Lights,0"
spotify:artist:4IlSBpQEi6ODSxyWWUq7Ce,"Warrior Poet,0"
spotify:artist:4VaVIkpEoGdrrinhb16sof,"Mindset Evolution,18"
spotify:artist:4wA3yjB5pRfeO7jwdiFF1J,"Filtered Flavour,0"
spotify:artist:4zzNwWGYwJZW9XNhS58xpw,"9 Left Dead,3"
spotify:artist:53JeOpx13iwqZFf3pXmC7Q,"Down Theory,0"
spotify:artist:59tHGaAFOULwYB14UX4oLS,"Dirtswitch,0"
spotify:artist:5CXJ56njMKddWUEOxZv04s,"Anything Once,0"
spotify:artist:5F9nAC5beMbCjhaGpei8tS,"Crashscene,1"
spotify:artist:1Jy0lTKAQDnTklKzF0g2o7,"Icon For Hire,56"
spotify:artist:4XG961Y3fzZF5k2gfpnaNt,"Stitched Up Heart,44"
spotify:artist:6IN0ZavFCDhKZ2N3NT7E3z,"Skarlett Riot,37"
spotify:artist:1aB92Ijb2TBVudO2te7r5c,"EarlyRise,37"
spotify:artist:6pxX8ODU4RlnXmcyjPIPcp,"Stars In Stereo,23"
spotify:artist:7gRJGSZMv5wHhTjK23ftH8,"June Divided,22"
spotify:artist:096Toz6N161MGGP9Z54QQ1,"Kandia,13"
spotify:artist:3892FP5e8SeAT6I7B7RU1w,"Evolove,11"
spotify:artist:7exA6MZkSnJeNQf6H1QozE,"69 Chambers,13"
spotify:artist:5ScNN3020YHFtl2jFQ6ewO,"Atomic Blonde,2"
spotify:artist:7A7bz1b2nZIM4cIPXOfk8E,"Curse Icon,1"
spotify:artist:7GJueLVDAsavjjPDennYKf,"Fragile Utopia,0"
spotify:artist:7fbnboz7wvGUKsnqXAAXBv,"Draw Me A Cow,0"
spotify:artist:0R7rENpswZU66kbA7auJmC,"Solsikk,0"
spotify:artist:3t7zxKikFC7Q7fuWX2OgK3,"Gravity Burn,0"
spotify:artist:5q9cYnWxXLApq5wKSYHMls,"A Lifelike Story,0"
spotify:artist:7MTyIJ3rciJT4cqNxDE3sw,"Losing Scarlet,0"
spotify:artist:7MkwlhPahAeEJlEAyOMq12,"Akentra,1"
spotify:artist:3MepKdQeroC0oqgcB7j4ly,"Spider Rockets,4"
spotify:artist:1HQjBwlj8FSHMhVaNQ4tEI,"VOLA,41"
spotify:artist:1l2cyuwystFDLEnXr254a1,"Rishloo,42"
spotify:artist:2sKCk19bqtjReFGZkEY1v2,"Traverser,30"
spotify:artist:4cmArJzwAXzlONcNrHkUM4,"Manic Bloom,29"
spotify:artist:69cHSFHNt4iAVBdD7wrwFb,"The Mayan Factor,32"
spotify:artist:42ZQcu4ciEscZIXmdldg7j,"Votum,29"
spotify:artist:7dWz1XWcFyXl1Mg72JNQId,"Ceterum,27"
spotify:artist:6RJJF4CYd1o0EoMoK1Z9Ab,"Jolly ,27"
spotify:artist:4EeOMEii7KuoUrVVG3PIhV,"Socionic,19"
spotify:artist:3E1OVbEqY8bnOhkMeMQxU1,"Incura,19"
spotify:artist:242KsDbSVyTqRSenulgNrQ,"BeforeThisCity,0"
spotify:artist:288W9lx5N7ZzIpiAqBJcuy,"Adam Monroe,0"
spotify:artist:2BjGWYu9j11M1eJ48A1FNp,"Vestascension,4"
spotify:artist:2S9OTvSM8Wdlil833bAGN4,"Julian Mente,0"
spotify:artist:350G2pA29QIe2UpkHO6xtR,"Ermine,6"
spotify:artist:38nV5p0zPp5Wab5KzwgClK,"Periah,0"
spotify:artist:3C1R1EzINdq7EuGh8zc3o5,"Morrow's Memory,0"
spotify:artist:3ddjKMCNseIpoJSXfctr7L,"Kill Clouseau,0"
spotify:artist:3gbTBUQdP7k0brfMikoBe1,"The Day Late,0"
spotify:artist:4D964COwCnZ8PXfo4niLEw,"Sleep Parade,3"
spotify:artist:6T7Vco0dZ67Z3xKFaEvg8j,"Bloodline,31"
spotify:artist:3pmx8iDjOcfV2bm9oLnc2G,"Blue Felix,23"
spotify:artist:40vZfnrKFZ2efcfXdO8U0D,"3rd,21"
spotify:artist:0rexGgpyY7i7K0GHzxrxzJ,"Blacklistt,26"
spotify:artist:75khCaWTJKRN1Y7hMcAY29,"Apron,23"
spotify:artist:3pgcKW7zqqRuSHnaCgQD0C,"Pulkas,6"
spotify:artist:3uPe12fxvWYISA0jvjPlMF,"Amerakin Overdose,11"
spotify:artist:1n5yiiHlJIhFLKxIpeXa1o,"Flymore,11"
spotify:artist:5TbURncco6CcpcoSAlUdus,"Hinge,4"
spotify:artist:2Ya4a0d6EB62YB5INgdSf9,"Bind,12"
spotify:artist:53MhPy1Oj59sQCjXGGOq5L,"SoundGate,0"
spotify:artist:5CgHUnYxF7RGMsD5BYY0lP,"Blynd,1"
spotify:artist:5OJdP3hZBR4J9gne7xrlkB,"Chambered,0"
spotify:artist:5naiuSLAf0e6942wlgakuI,"Loxodrome,0"
spotify:artist:5saZmhMIhKdxDODVtkhcKj,"PHIAL,0"
spotify:artist:5yKPZCcRsXQcegeWBl8m00,"Hell Rides North,0"
spotify:artist:65EwA61EGTKkmBCBNhWhXH,"13 Days,1"
spotify:artist:6GWEOlyzaGbtEILVslKUsd,"Mindstab,0"
spotify:artist:6iKI1pU3voh5wJQKjBptAt,"Gryp,1"
spotify:artist:728rJeGJQWS0RVIQbCCoQK,"Lunatic Candy Kreep,0"
spotify:artist:17TP6ZhijBXIkUmbQVrAYc,"Between The Wars,3"
spotify:artist:5l5a9G7aksW55eaOYhm5hJ,"Horror Show,7"
spotify:artist:0IZx32Ufu7UwrjlHKAmpR9,"These Days,9"
spotify:artist:0luaY46UdfrlDw0FN2oMAe,"Right On,3"
spotify:artist:0u0Jb44oQj5uKcbDD4H9We,"Burning Bridges,3"
spotify:artist:1FQFnlLXazSubnKeJCGhw9,"The Vows,3"
spotify:artist:1HtatNWPyot5usKptL4YrL,"Miracle Mile,1"
spotify:artist:2045KDk4tWzgTmawbFmR9Q,"Little Rascals,3"
spotify:artist:34TaR2tNRJdGusKVj4xQcO,"On The Outside,2"
spotify:artist:7BCMu58ORDRD2fkK65MtBi,"No Roses,0"
spotify:artist:7k1ZNmR6sRI8C7JKm7EHk5,"Hit the Deck,1"
spotify:artist:7mxZjfimNWTR1TZpKGaQ5y,"Breaker Breaker,0"
spotify:artist:7ojcZaTJkm4F8sp4urhafx,"Red Handed,4"
spotify:artist:7orpBYy6vv66Ij0KbYsZxD,"Make Or Break,1"
spotify:artist:7pstJZDJcPsurp2hJXCpKZ,"Learn,3"
spotify:artist:21bNH2DBtX95pCWKeFj4Ms,"Scraps And Heart Attacks,0"
spotify:artist:0BswGOLrxylDLD0cW6KUer,"Expired Youth,1"
spotify:artist:7B4tJn07sKQSrGvR88rnXP,"Forward to Death,1"
